hotel_id,hotel_brand,book_date,check_in,check_out,star_rating,price
wm3/S6f+p7eVOr1f8SkukBkF/iqIJXpquSHKWkNeD8c=,2,2/8/2023,2/18/2023,2/20/2023,3.5,388.55
1w1L+J8PpZfWmYzXB2JrXBSKMwfffT6s0CHNUk/m8QQ=,2,2/4/2023,2/18/2023,2/19/2023,3.5,135.76
OWFpmgdHwka1S1NhSSzMb0+KqYqxuTaqhMgFvz6rt3k=,3,1/31/2023,2/18/2023,2/19/2023,3,111.22
qadJVHzTxcC78IIiToJQWt7IcZKAo+LbZ+2zeTge8Rg=,5,2/6/2023,2/18/2023,2/21/2023,,3785.92
J1fXjjnC9rVEoiK2oCExjhNkXTKjxq2tqThefPyLEmo=,3,2/5/2023,2/18/2023,2/23/2023,4,3323.34
cDu+gTXNipWyFLMjhLsXE6Yz+AKLMNSPvEA1nnONcjw=,5,2/11/2023,2/18/2023,2/19/2023,3,112.2
3KG1Wdn8IzWinVWHEck4+GJSNQH6mMNk3CP6FpdzTwQ=,3,2/5/2023,2/18/2023,2/19/2023,,281.97
3KWtnBKkMsozqD/tpAShA8IYi+ueIlxNFlfaL+4WzXA=,5,1/31/2023,2/18/2023,2/19/2023,3,186.25
e4cuWLp0qAjuC663XjDkVusl9vuu3iQ2/cV8TN1+nHY=,5,2/5/2023,2/18/2023,2/20/2023,3,231.01
Xw6zlT+fxu7w6E438f/Pk3z04cynCBW3nxcYFU17UWc=,3,1/28/2023,2/18/2023,2/20/2023,4,321.42
tq6ehFy3K0j0ZjaPkphg4uhb5Gdc0n0HB89GrVNNQHw=,2,2/5/2023,2/18/2023,2/19/2023,4,976.01
gg5ZyLNtwbxUZkyFuadNc7E+8TTrGi57HQaEA6x7FqM=,2,2/4/2023,2/18/2023,2/19/2023,4.5,631.52
+s8clmUkIfWev0Zngly4x6lWLEfY9+m18i6XrsMzkiM=,1,2/5/2023,2/18/2023,2/19/2023,4.5,248.59
BE0D1lCv4cJrLd4MDTObtKqL80OCr1EXnv4LRyNExfw=,5,1/29/2023,2/18/2023,2/20/2023,,429.48
mG2LfgOvLSpq5L1D7G0PNfnEg9rbG5/j7KWJYtU2yjE=,5,2/11/2023,2/18/2023,2/21/2023,3.5,1071.12
m1sgNtC78bJUso7zbI4OPGdDhFGyRM8b8cbh1gjv0vc=,2,2/1/2023,2/18/2023,2/21/2023,3.5,462.02
qL71DCNMJG7CK0gWUNo8ddTAorV8HtNW7xSbNirsl6s=,5,1/30/2023,2/18/2023,2/19/2023,3.5,325.77
m4Fz1MSmq+O1LpAVF2vv8h3DbaixUGeyDEfT3px/KkE=,5,1/29/2023,2/18/2023,2/20/2023,3.5,364.99
FI/0fIbKV+5M0XJ702Q/UYcnO/rCTuvNBgBWuX6YGCc=,5,1/30/2023,2/18/2023,2/19/2023,3.5,276.32
TSq79tgqVTkgOMRGTSxivMyud/iJbjrhdu24/oHUEeU=,3,2/3/2023,2/18/2023,2/22/2023,3,825.54
k1G5z9w93G95oUCohWxGlCpvD6kyyYAbU6JAoZ04ByY=,3,2/5/2023,2/18/2023,2/19/2023,3.5,286.21
7yD0MT+G3K9RKylKSFGU5Pu/u0O29rG00zfMYIJYNrU=,3,2/10/2023,2/18/2023,2/19/2023,4,120.64
onUcYIPRXuxO5mTxumc1g3zDFj62ZgZbB27/A1Ri8X8=,5,1/28/2023,2/18/2023,2/19/2023,,400.57
uQq1c85qeHtdmJIOrGct3PhWLe8E0pOJrPumK7+8Y+4=,5,2/11/2023,2/18/2023,2/19/2023,2.5,133.85
GB81oTQC6LSBmaEP80Lzweo+CI4QOFz5JWeEzGgBJVg=,2,2/2/2023,2/18/2023,2/21/2023,3.5,590.35
hwyLwfkeLr8YO1e1iXxFcTmHsDWKSIziOSIL/FK22zE=,5,2/5/2023,2/18/2023,2/19/2023,3.5,221.12
5r0facSftYD+4OncE1tRMJKWvCvXU1/cgkVj80pQRuY=,3,2/11/2023,2/18/2023,2/19/2023,4.5,160.28
+Qg+IUEwiA6H0+FM+mbJkcQJYDE7m1OLHMJUN+/NseY=,3,2/11/2023,2/18/2023,2/19/2023,3,136.37
Pd3h63Bb17fzN9ojw8wX25NvWgkd9OxNECwuYbM3ljs=,2,2/3/2023,2/18/2023,2/19/2023,3.5,171.87
O4MU14CnA9FaK4Kw4dgMFzgP8g9iAK3PDKvf1w0kc5o=,3,2/1/2023,2/18/2023,2/19/2023,3,234.79
NXj2tywAtXTG4Jnob1A+W0vvUZloN3t1vYzcR82LJ7Y=,5,1/29/2023,2/18/2023,2/20/2023,3,828.95
KyyylzDLp0JIStmgKJEgw9MjMNLWuPNMAu+8+JNzoSU=,3,2/6/2023,2/18/2023,2/25/2023,4.5,3210.2
t46qidEaJA6PKLCs2Go0+oqqxP6HlCP+WKi+oy1jQWg=,5,2/4/2023,2/18/2023,2/19/2023,3.5,213.59
SdSXw5SgBcnyXQZ4IWjBYT5VjABtXV6mcC9DLE1a+m8=,3,2/9/2023,2/18/2023,2/20/2023,4,484.26
2OWbr5eAXZwfhuCQvazEj4pykuf0pQ9eJ8OJ2lxyBrs=,3,2/4/2023,2/18/2023,2/19/2023,,253.21
UCeAhVe6+FelDStQcE4QSZ1IYNGzKV5rSUAo/yEKaEk=,4,1/30/2023,2/18/2023,2/21/2023,4,652.21
Yr1bzX+rGAOvRc7k9YH8IEaVkA60qQzOY8EgP7Aug1o=,2,2/5/2023,2/18/2023,2/19/2023,4.5,298.48
Tb6qvCLJm+07jFVERVrZ61ICi1lf7Ml2QZR/7mPNoSY=,4,2/5/2023,2/18/2023,2/20/2023,,489.53
urkNVSLPLge9k8IIA+3QVm3MywhZV9TMpv8DvWw2lpU=,2,1/28/2023,2/18/2023,2/19/2023,4,166.09
eGm149cQgf+LOvaM3ntI3H5ZHRs+1X8DlWMY3Zsexjo=,2,2/7/2023,2/18/2023,2/20/2023,4,153.94
SjzHpSyrBxp5akJvSeaOaGfPBqCDL9cl+KuJCQcFD+0=,5,2/11/2023,2/18/2023,2/19/2023,3,223.72
0sBJNTTd59pq+ImCgdCRY4rzaZ7ihzEBUdPNxhLF9n0=,2,2/1/2023,2/18/2023,2/19/2023,4,133.07
35+vpDW2upqwVlqSwotooNGgrguGEPFZc0XhNarfB+A=,5,2/11/2023,2/18/2023,2/19/2023,3.5,448.49
v+O3GFX1wAP0Kz5hccyy/kY7igGGHj2QSKFJeErPsm8=,2,1/28/2023,2/18/2023,2/19/2023,2.5,173.16
IBXgjGH1xtqH5qgPGTqIEsIkxErPlq1Pz9Dp0tDtp/8=,5,2/6/2023,2/18/2023,2/19/2023,,539.05
IBXgjGH1xtqH5qgPGTqIEsIkxErPlq1Pz9Dp0tDtp/8=,5,2/6/2023,2/18/2023,2/19/2023,,832.66
3AIiYjSIupqsm30U69o04vj3xEVnhwEPq7xb+GIBQ0M=,5,11/13/2022,2/19/2023,2/23/2023,,851.4
cIyvVosRMDohqfINQoNEq7RkJVISoDne3eZyUvB9mq8=,2,11/10/2022,2/19/2023,2/20/2023,3.5,174.77
o+YDlSSMGIXMFtAtUQjpUC7YoT3Qg1r9aOEyeEOCNsI=,3,11/10/2022,2/19/2023,2/21/2023,,569.74
/sfL2ittE2I5YCQUu6U+VGerAlbPno++D7j/qs1j5gg=,3,11/3/2022,2/19/2023,2/21/2023,3.5,354.79
UGo6Gy+3wxFY4NHG0bL3MdNSpi+y9bC1XIVN953+3kM=,5,11/5/2022,2/19/2023,2/25/2023,4.5,4342.18
1zc6ao8gKEpVKGiuQYNASgliqKHnOyYTxd56rv5r2ZE=,5,11/1/2022,2/19/2023,2/22/2023,4,966.16
kOglhZjeOUQgoKGdqpluqTDtTUY6DyPDhJtMhBTET0g=,2,11/4/2022,2/19/2023,2/22/2023,3,735.92
FxASyaFrqRWPtzRhFEVudJ/2eug3R69ETqf1vHxsXr4=,3,11/9/2022,2/19/2023,2/24/2023,,3006.98
DwZ8q40hHhtrxNjUC6lKbMw8lDolohwz/K1CqqyllgE=,2,11/11/2022,2/19/2023,2/20/2023,3.5,76.19
jiN8kljL8e38p6Zu9eY956EsorYu0hiLMpxFD4IWkus=,1,11/2/2022,2/19/2023,2/21/2023,3.5,537.85
OTnbzchZ8JhbuhcwqOUCucixj57t2pu4ciQvaRmIzj0=,2,11/5/2022,2/19/2023,2/20/2023,3,173.39
dbBrswv51HU8Z/y0qqpG7ZwPaS5aj9JEpHJrXVLtbJ8=,1,11/15/2022,2/19/2023,2/21/2023,,149.42
X+7mJ/MGWBaDFYswlCbSxNfLvpkD/RrxG4cMVOoco7g=,5,11/9/2022,2/19/2023,2/20/2023,3.5,384.45
iX+9aoXQ3rn1aTH9LCs7mHrF9e+wTGDu7AoS6lauPaQ=,5,11/4/2022,2/19/2023,2/20/2023,,143.51
xSq0Q7y2t/9J1gd00l2nK6jRNiX5NkP/MHXtjFg1dM8=,5,11/1/2022,2/19/2023,2/25/2023,,3291.69
1c3duVVc2SIhbR7cH9WPIepG9aA9y0u4EtSbuJs2EMA=,2,10/16/2022,2/19/2023,2/20/2023,,171.37
V5uMWT/zazY8/4YS0h2ujwn2Y7sWJe0/Prlnkn5Dtf0=,2,9/23/2022,2/19/2023,2/20/2023,4.5,238.13
eAfErJVXR4M/ZV2+YMJLdJPANktxl+Kv/uTfgDHUDsk=,3,11/17/2022,2/19/2023,2/21/2023,3.5,339.85
Q4MM0AAS9+uZz0rL1OuxuKR346h0QHqQ9uEZIYSobL8=,2,11/18/2022,2/19/2023,2/20/2023,,196.72
1HwaaHHm2DrySTZAPK4POAvfbKJs1nqk9mNqWnaYoUk=,3,10/10/2022,2/19/2023,2/26/2023,,1958.93
bjd1uKBOE+hYfqVjqvnY/D7NvTWqZ/c5iBaSGhzjtGg=,3,10/7/2022,2/19/2023,2/20/2023,3.5,300.31
sKACfnee7UlZYRmPQjc40DDTchkIvqUYyzxtTS+huP4=,1,9/19/2022,2/19/2023,2/20/2023,2.5,230.88
bcf3koHAzVYt4h9kU5mO93aEcn8xoHtwKJ2vm+ydLrY=,2,9/16/2022,2/19/2023,2/20/2023,3.5,675.26
mafWUs/Jzfyoru+DnOUDFheRf2qwgdQgkfrXz74DsB4=,3,11/18/2022,2/19/2023,2/22/2023,3.5,429.03
KETMDASGQt8lMNCM8vsMw3/zmp2udNCRYAyMWw0SMqQ=,5,11/16/2022,2/19/2023,2/20/2023,3.5,265.04
kPfpFJti9hiqT/6CwdxfddiTMqqpMsASvFWLfb8dSBM=,2,11/22/2022,2/19/2023,2/23/2023,3,505.04
Y4+K7lnEKR0UErQe6u7Hwv3elZVTiYpU1K6WNN7VpTU=,4,11/22/2022,2/19/2023,2/23/2023,,2237.83
g5q9/+3mOayOu3LyWiMv0eoH2tjUmGgCcC7cUQd5YxY=,2,9/26/2022,2/19/2023,2/20/2023,3.5,225.47
GIx0QTdHZl5G+Ip89YArsIJ0CGIjotZ6ovOIWtQSKMU=,1,9/26/2022,2/19/2023,2/22/2023,3.5,783.44
zSbvZmgfcn9A2U+b8SS2dXpphba28iSSNzYDhXXa3bY=,2,9/25/2022,2/19/2023,2/20/2023,4.5,241.88
3qMpNmkgGbogJDvtowsFl4w6qL1/uLN0D9CITEBXVaw=,5,10/4/2022,2/19/2023,2/22/2023,4.5,452.54
8oNTlT/1sQ5z+azPwPaIhCzJdMklqlsZgz+JNYF+o5w=,3,10/5/2022,2/19/2023,2/22/2023,,1473.33
gxac/uG8jE5Yc79bjmn6dVSdrazjkGK6JXMsosnGWJw=,2,2/8/2023,2/19/2023,3/1/2023,2.5,3293.13
dSIhA/XpyOvAhVhhy7hke5Qjv6W+rzGWha/7UlihIls=,1,1/31/2023,2/19/2023,2/23/2023,2.5,856.85
0G7O4/gurELLyc9TdWhRsWuLPdW3CeWAR1iithZHFlM=,5,2/7/2023,2/19/2023,2/23/2023,4.5,684.17
dDSAbnenIZ8IzPjELDgj47HRrNdEaNjUXL3dGvm/ync=,3,1/30/2023,2/19/2023,2/21/2023,,1014.69
X7dYotAZo0j/srDc5LMRge0oZx14TYKa59cArRnWKqs=,4,2/7/2023,2/19/2023,2/23/2023,3.5,1862.45
W85zbkLcSzJ+KminWlCEFnuc1uyPStAAqonHm/QLry8=,3,1/31/2023,2/19/2023,2/23/2023,,1029.94
3bn5WyTfiNY6wQC8I62nFHR7b5nwpcxPNhbvoAPyBjo=,5,1/29/2023,2/19/2023,2/20/2023,3.5,232.63
WXq+4cNp1TqREYPrAbgNBEllTcDxQlsAs5Yc4JzVwsk=,3,2/5/2023,2/19/2023,2/20/2023,3.5,352.06
jXyXKG1ODMXZhbtdZNLv+gAbDpUHXtB4MYOAqnGMz6M=,5,2/6/2023,2/19/2023,2/20/2023,,258.17
BEKYU6w5+a1iMOqTUP9Hv2zYqz9Q3dkIXO2hsMM3AQw=,4,1/28/2023,2/19/2023,2/22/2023,3,863.58
RG9B+wxo3GBitR6o4D48gE6bJYSNMecVUHGNXD3pP/4=,4,2/10/2023,2/19/2023,2/22/2023,,466.7
KI6ESyO5KaxVkGIEdi5YeHpt+LYpzaZh/bMgMMhgZH0=,5,2/7/2023,2/19/2023,2/20/2023,3.5,167.71
NRzIpC+pSNf46Ztq1TR4SxkDLEL00gvoCq/CHVfkEEs=,5,1/31/2023,2/19/2023,2/23/2023,4,983.95
qjHTuJ7qdVdHT02dakMEVvtbvRbc0Fg9Z1xYvp9q4ec=,5,2/2/2023,2/19/2023,2/20/2023,,383.48
Wy/HXrG2P48qnviMvN98yD1H+6+fI19AtC4othbpQMo=,2,2/9/2023,2/19/2023,2/20/2023,,226.43
1He5xYbXgPrK0WzPmunrPy+jP4rd8LCKvKeBKYlE/Jw=,4,2/6/2023,2/19/2023,2/20/2023,4.5,145.19
y3VbD/miniOBuZOpOWaVw4COPz5HAi7nR8dj6MwBsJA=,5,1/29/2023,2/19/2023,2/20/2023,3.5,368.01
glYj7IlipeMGQ4WlE2YF4EfJvFEJ7qjUct3+AdAC/C4=,1,2/1/2023,2/19/2023,2/20/2023,2.5,207.13
8HffDw0tHoaitMX1dpQYcWNiCmEJW+Vcw/6774C8xms=,5,2/6/2023,2/19/2023,2/20/2023,4,365.92
27LePMU9kARdBRlCNy/rkzkJzrNw0aJMfBUJSUewXgY=,5,2/6/2023,2/19/2023,2/21/2023,3,501.93
on8XD4ZqxLHyBYk6+SfaH14MvJb8T3aL7or93X7r4HE=,3,2/7/2023,2/19/2023,2/23/2023,,2185.3
/YHoGZ5JWDemNir7rbkzOewGo2tnerKdiojL8Keva/I=,5,2/1/2023,2/19/2023,2/22/2023,,867.14
TRfjyWZxXA7YqBJAOLWgFi035YuYTYzDelq3agwIqd4=,5,1/29/2023,2/19/2023,2/23/2023,3.5,681.44
MDhNNNUM+hno4M87F3IwErtevbSQ/QJjYiaEtKMzWYw=,5,2/7/2023,2/19/2023,2/22/2023,,2509.08
7EKvk7TUYAfW1n34cJ8nnPY5sOVQNW63IXoAGnWSPrE=,5,1/29/2023,2/19/2023,2/23/2023,2.5,2286.56
BWa6qeHX4uAJRYHBivCrnNXTPghkNv4F5as9tThqV6I=,5,1/29/2023,2/19/2023,2/20/2023,,334.39
xCxvq21P/iKk69IMDvnGeby0BmhTnIXaklUDob5pJcs=,3,2/6/2023,2/19/2023,2/20/2023,,219.04
hh0IJvtKsdqJsGtFELgZJwmAmUBb4Hmq02sgSpLU8zU=,5,2/7/2023,2/19/2023,2/24/2023,,423.33
/nEzT/OEXgMVvWF/aQsKpVc/bL+jqDVBOImJM+2qH2c=,4,2/1/2023,2/19/2023,2/20/2023,,195.16
DYPkt6QRp5ZSbBo7aQ37/+NJ+NmxMGaTrf+CcPp7ndc=,2,2/7/2023,2/19/2023,2/20/2023,,118.65
Kh/zCraT9Z3qOJpLErPeKhS8vQmqZeM5f7HB+9mOdcA=,2,2/7/2023,2/19/2023,2/20/2023,,142.99
a++bY4CryIRqL1ozChwV5sbYZOQCAJ/67o1WAaBAhyU=,4,1/31/2023,2/19/2023,2/21/2023,,304.4
/GCqiLqkaBMtogCetgRvQSx4zIw1M1SJnZWF97b5/zA=,2,2/5/2023,2/19/2023,2/23/2023,3.5,336.08
pGP7it9qj3Ben9QYTsA/KHPPHpn2jjj7gbNSrsFRkcQ=,1,2/3/2023,2/19/2023,2/22/2023,2.5,248.71
A1yZmb+44gEvNDRMAsxDh7lLlGwwTbKY12Hj/lKIGL8=,5,1/30/2023,2/19/2023,2/20/2023,,289.04
/oZP6UyqVASHHI1W/vRjYHKpqceG98f/Dm/0+OoOzAw=,5,2/4/2023,2/19/2023,2/20/2023,3.5,300.74
rCeTdivtEzyjQSurgDwrdWPS/ED4pGAUHkvpxD9v4hk=,5,2/6/2023,2/19/2023,2/22/2023,,312.25
Im/tq3EI/E7D7oIvWCWRCM9b60jTH+qj5NYcLLan91M=,5,2/6/2023,2/19/2023,2/20/2023,4.5,131.79
zbUtrcOY6d1b1xb/TQAx+cIhw5vU+Quvyb/0DYE6uQE=,4,11/5/2022,2/20/2023,2/21/2023,,398.59
ePaMmzxVtKTcqaPS8WXBdUTrlEmbpPieYUZjuBM3A/o=,4,11/12/2022,2/20/2023,2/21/2023,,277.02
7E89pf1HRGCnUInxjlJcQhrYOo26MjYYPAyu95uBNRo=,3,11/1/2022,2/20/2023,2/21/2023,,304.49
STtaF+yc4lPRLzsicWVGcRDMLU/q6JchF3bb4BS3Gkw=,3,11/1/2022,2/20/2023,2/25/2023,,1701.64
9B4lkYkIaCGhV+DTF2dhg131skyHvGC9tzKuJPcJqVQ=,5,11/12/2022,2/20/2023,2/22/2023,3.5,373.53
0AUIvVHSicG3svJX70ijr20VZCnAS/ivqaFnIO8IyVA=,5,11/3/2022,2/20/2023,2/21/2023,4.5,73.79
KlFpC72QUV3U+Emyw44MwniZYkGtFGAfHQn8lAnfyXs=,3,11/5/2022,2/20/2023,3/1/2023,3,3845.12
diLUc6jPjPjmjknKeEGPI+l2Z6kB0hR8hl6eg00x2Fw=,5,4/9/2022,2/20/2023,2/23/2023,4.5,726.8
ctrYfDRvZJn1R0ZO17o/gHm3P2jxvJe5xd9Bb0p4kaw=,3,7/10/2022,2/20/2023,2/22/2023,,707.51
KyGaIerTz9afT1pqQhwRnt7DPICs9jmF9Ry4ljMF8I0=,1,7/11/2022,2/20/2023,2/21/2023,3.5,224.38
OxwQWwkvZKgDputdYiA4/MMyBMnVk8uR0zWHMDvA2fU=,3,9/22/2022,2/20/2023,2/21/2023,,262.23
pavYYd2FAG5f8KxCWdESUuU+ZbD3bbfqJjd19FEDWlU=,1,9/26/2022,2/20/2023,2/21/2023,3.5,116.62
qmIRsZKNklCC7Ot53MDwL1Gt34iWXBXqw23WlVcN3EE=,2,11/18/2022,2/20/2023,2/23/2023,3,768.22
FSlhQr5tu4Sq1KhSWqMenQdbArjgH4d0lS4cSeRcwJU=,3,11/19/2022,2/20/2023,2/26/2023,,3649.61
x6yyLR8a3rTFPs2OfVlPHZBLwjktO3UA22yvTfXIaic=,1,11/16/2022,2/20/2023,2/21/2023,4,117.13
Bfz+UUQBmSiwrnWwU3/Yi8v1KCh41uobtK10MT3eXHM=,5,11/23/2022,2/20/2023,2/23/2023,,274.68
ajS7MNtizLZSG80mX1C6bBoFjmjGpFcspjd3j/0L2Ig=,2,11/29/2022,2/20/2023,2/21/2023,3.5,68.23
SsM8tMhOIiMwME5Ue13HbLwwC29QqC7WFiv4JLWJdZw=,5,11/17/2022,2/20/2023,2/25/2023,,1350.57
OxwQWwkvZKgDputdYiA4/MMyBMnVk8uR0zWHMDvA2fU=,3,10/17/2022,2/20/2023,2/22/2023,,546.3
OTnbzchZ8JhbuhcwqOUCucixj57t2pu4ciQvaRmIzj0=,2,10/13/2022,2/20/2023,2/21/2023,4,121.77
MtvMFhkdgZXGTTefuOtoIqpstUXjlzjceyMRxuJRbY8=,3,11/18/2022,2/20/2023,2/21/2023,4.5,593.08
wwxIP6haiFN4pqUQU5G5FhbBbk1+kaI4rpPp3f+Y/7M=,1,11/23/2022,2/20/2023,2/21/2023,4,86.79
oBVf9IgZwBpI1JNbfYkZFbHPyoNowvtnJDjVCbHYL8M=,1,11/18/2022,2/20/2023,2/22/2023,3,851.98
Ovh/Pjmv0exYxzln7gLUiFYQawEb+rZSlrlzI6pAtcc=,3,11/15/2022,2/20/2023,2/22/2023,,836.9
xSq0Q7y2t/9J1gd00l2nK6jRNiX5NkP/MHXtjFg1dM8=,5,11/23/2022,2/20/2023,2/24/2023,,1056.93
6TxbzaCpu5E2PUPaJYJ72hGiyK/wcssFJKuDOdGdEyg=,5,11/18/2022,2/20/2023,2/21/2023,4,183.38
DAQlhjuFIfRQ0em4aweVD1K1yPWFMg81YHbscv2p8Dg=,2,2/1/2023,2/20/2023,2/25/2023,3,604.21
8zkcD07BEZo7sifWH+byO0IjAehKoYQ1jiqHGo7jWyg=,5,1/31/2023,2/20/2023,2/22/2023,3.5,402.8
/U94b/rSeR2GJsRCUdvJ086aPqoZum9M6pEOBvpsi3I=,3,2/5/2023,2/20/2023,2/21/2023,4,194.68
ARHT/fd07AHVMBYEGk8rjdy04wZqf/75aCT9MfuDWwY=,2,2/6/2023,2/20/2023,2/22/2023,4,970.35
rHYI15/rrPeorcdY45fnKF+MUQ/tqmzOQ0slHvqdsrc=,3,2/3/2023,2/20/2023,2/21/2023,4,94.12
A6uQXIN5MIY2l5tIyFy39Eb8IGCuJQD0Mwil4AJ/fLc=,3,2/1/2023,2/20/2023,2/22/2023,4,885.66
1U9aXroeA8oXiBgnwrHRJ1wbpLRyijS9LDGz5jvWB0k=,2,1/30/2023,2/20/2023,2/22/2023,4,472.17
XS31l7HoQkH6i2ZvhaMg75uxE2a80P6ankoYnMs9y3A=,1,1/31/2023,2/20/2023,2/21/2023,3.5,363.26
JGqoBa/aZhE+jH2vxEoxtMrdm72Fce9YaV2m4c3qBaw=,5,2/3/2023,2/20/2023,2/21/2023,3,146.52
sDhTlfv+ggf+OWv3POc7LSYZ1+3QL7pzVzdfTrEAU/A=,5,2/7/2023,2/20/2023,2/22/2023,4,394.86
Bzs2fjQGuJiAbRaQEZmXuplrlTxacWWRxWU3qc0dQSA=,5,2/9/2023,2/20/2023,2/21/2023,3,227.29
ye3k1DmchBUIuWhbo2l8YXcYjtWNQWkP+PG1PgI6pTg=,5,2/2/2023,2/20/2023,2/21/2023,2.5,267.69
hmPDpWfBXXXNXDbSXmuIhdkHsxffeuZ/NwZuNCZIy2Y=,1,2/2/2023,2/20/2023,2/21/2023,2.5,374.92
PLloUiXwTk3WBiozB7ZpOGD84HSvnN8UXN1YHw0cxRY=,3,1/31/2023,2/20/2023,2/22/2023,,327.29
BK6N8Ul5QhltwESn7cbLLi8f6fzpHQsfHFirxwiF62U=,2,2/11/2023,2/20/2023,3/8/2023,,3154.05
QkaBrHkyoU/LfWRGWc8Ucgrym4CSV/PCkqPFL5UNiPU=,5,1/30/2023,2/20/2023,2/21/2023,4,373.64
VrTu2cYXYOIIhpj+34yyzYRJR1FKFzKJsuJWAfaU/+I=,5,2/7/2023,2/20/2023,2/21/2023,3,247.99
0P7F+6iQUGvoeR0TZAQ5x2O0BFzpEvpLIjxSv30nCwA=,5,2/11/2023,2/20/2023,2/21/2023,2.5,105.79
GXHO8jdBSfEkYp7QS0VaH543IpzZ04tro+fsgUrboiI=,5,2/1/2023,2/20/2023,2/23/2023,4,354.91
yuWDeaGr5Pnix5pWYqbnf/h58jhR9pSrKrBBDiBkscc=,5,2/8/2023,2/20/2023,2/23/2023,3.5,682.27
EJGNq+F0ULDaB6WOcSMus7Gn02TPjHBwx8VfqKp4naU=,2,1/30/2023,2/20/2023,2/21/2023,2.5,93.02
hmBNs0Byr5zY8uMYJzpucT8bXasHRsHVlwsnBKxqiz4=,1,2/6/2023,2/20/2023,2/22/2023,,522.42
1RYmJF/BBrETNU6SLrWscqpzjRbdsEOfbH4ACbfS448=,5,2/5/2023,2/20/2023,2/21/2023,2.5,84.41
EDeKAezgPbKPT+jEZRzzkpPkbK7kr0Dgbas7bKq1dGg=,4,2/11/2023,2/20/2023,2/21/2023,4,736.42
QVzyNNS+AN8orfb5fGDNQWVK9wKJYFgUzXZBlzicogw=,1,2/9/2023,2/20/2023,2/22/2023,2.5,178.25
SkXSDHTTiy6VPLD3w6pvIhDjo/4BBA8PvPElEDm0Fm4=,5,2/6/2023,2/20/2023,2/22/2023,3.5,539.35
p6JWXf4z0EVEvA0bszJeb9mZuoQ5W85MjQbThPsOCOw=,5,1/31/2023,2/20/2023,2/22/2023,4.5,475.79
GB81oTQC6LSBmaEP80Lzweo+CI4QOFz5JWeEzGgBJVg=,2,1/30/2023,2/20/2023,2/26/2023,4.5,1033.68
oMeeVZ88F/eCup2ORO2qCTSqxI1qxw5ljW7MVM93DJs=,4,2/7/2023,2/20/2023,2/22/2023,4,505.94
ja15zlP/9prL6Bx0hUJnUzVwKdrBLeJ9GTX18nhYymg=,3,2/6/2023,2/20/2023,2/22/2023,2.5,1610.33
ASuqjeMp8P+xUFUGnZKyP3zmanA/ltTteSUt9tHJd/U=,5,2/6/2023,2/20/2023,2/21/2023,,439.91
HVz3frtm0TRxphczhtE5/WP17lTfYCsj0N+3IMNdLMQ=,5,2/10/2023,2/20/2023,2/28/2023,4,896.94
USy+/SrUxkk2UXLrrATcml7v507AwazW7gfXPtreb8M=,2,2/9/2023,2/20/2023,2/21/2023,2.5,122.84
vgcWABrSBha1DeJEqpfDeo7BQzjR3+/B8PgNZgywdQQ=,3,2/6/2023,2/20/2023,2/21/2023,,281.66
Iuh6eRqk+BTX9v52NNdpn1VD4WNPpsUr6OvHbFy2ehg=,5,2/7/2023,2/20/2023,2/23/2023,4.5,304.96
Tb6qvCLJm+07jFVERVrZ61ICi1lf7Ml2QZR/7mPNoSY=,4,2/7/2023,2/20/2023,2/23/2023,,891.45
0/KW2k9ic8+abR0ayceNNMhexjGj949EWQou7MUcaIA=,4,1/29/2023,2/20/2023,2/22/2023,,770
TMB2LnIUbWtsKSW3RA9nCbK6UpTGZ9nTIRt7vZkkN/g=,4,2/7/2023,2/20/2023,2/23/2023,,375.69
0eeY/w9MX6lQf4Tvek0gH9Mz0u514WG1j54CduKHiQY=,1,1/30/2023,2/20/2023,2/21/2023,3,202.93
SEIITvxRO2zRPqeTn21CU3xWJviJzyGWY1ICWn5T9+E=,5,2/4/2023,2/20/2023,2/21/2023,,445
n26yB9R0QPJJLK9qcxIJSIcPxe6oXOQt4/O6nJLo48A=,2,2/8/2023,2/20/2023,2/26/2023,3,1327
6kMrvUXDToFhrrn9SIFmxQtzNfnmZ2vQawDvlHWwEuI=,2,2/6/2023,2/20/2023,2/21/2023,2.5,147.46
RIQxRpdHGsFNJej+qDAhSVratT/6vhJphgT9Nu0VwNY=,5,6/1/2022,2/21/2023,2/24/2023,3.5,726.43
X9JLvYOhrFg/cnZ6DPoEAoyawNPoiDERNa5I+7fm6Pw=,2,11/11/2022,2/21/2023,2/22/2023,2.5,158.78
+Lh0sCoJI/J+Yoe62aqN/gM0EN6uwBEkL6cYSTfjE0A=,3,11/3/2022,2/21/2023,2/25/2023,,1363.75
+cogpid7dWDO0EC9Qs84BE6TxiZspApmliA1HU10AeM=,5,11/11/2022,2/21/2023,2/22/2023,2.5,272.55
dyrQT/MXCseh9uVZ6L9qatNJzYRYlMW5p+QMe2ICT+o=,5,11/12/2022,2/21/2023,2/23/2023,3.5,431.56
fSuGF5+nkpNcWvDfmEKXLIDSD75BwPtYf5FwlyLpOIM=,5,11/4/2022,2/21/2023,2/23/2023,,652.45
2hhRYt64itNuRXanQ3LvgAfT37+i030iNiQJtTezXww=,3,11/15/2022,2/21/2023,2/26/2023,,820.11
